FID,Cell_id,Cell_lat,BIO1MEAN,BIO10MEAN,BIO11MEAN,BIO12MEAN,BIO13MEAN,BIO14MEAN,BIO15MEAN,BIO16MEAN,BIO17MEAN,BIO18MEAN,BIO19MEAN,BIO2MEAN,BIO3MEAN,BIO4MEAN,BIO5MEAN,BIO6MEAN,BIO7MEAN,BIO8MEAN,BIO9MEAN,ElevMean
103,Cell_00200,80.4757996,0.0666666,3.31111,19.6443996,471,7.9444399,-8.8666697,16.8111,-2.7555599,0.488889,6.0111098,-5.6444402,298.8110046,34.4333,12.6667004,27.6889,97.4222031,44.9444008,76.7332993,76.0888977,166.5500031
104,Cell_00201,42.1805,14.1268997,11.5537004,34.709301,814.0120239,32.6870003,-0.580555,33.267601,19.1406994,20.0398006,24.3407001,4.39537,540.6450195,64.339798,29.8036995,24.2647991,178.2940063,98.5943985,140.1779938,126.8010025,477.2290039
105,Cell_00202,49.1805,12.6416998,8.8120403,34.6582985,602.6190186,28.0258999,2.56481,25.4610996,6.8064799,20.3889008,20.3619995,5.7824101,613.8989868,60.7971992,41.5269012,10.7490997,168.8079987,135.572998,139.2019958,162.8079987,108.3820038
106,Cell_00206,43.6805,13.7565002,10.6212997,32.543499,828.0679932,31.6389008,-1.01296,32.6519012,19.1156998,6.9685202,24.0426006,3.69537,536.0999756,66.0999985,31.6490993,23.6369991,178.5099945,103.5699997,156.423996,109.2330017,279.0620117
107,Cell_00207,52.6805,10.7620001,8.5981503,30.0156994,767.625,27.2796001,-1.48796,28.7675991,20.0175991,1.38981,20.2805996,1.57315,521.1939697,71.2528,23.8582993,36.8675995,200.5899963,78.5582962,199.0850067,84.6491013,119.4860001
108,Cell_00208,79.8797989,-0.713333,1.53333,8.8400002,500.7600098,6.6799998,-8.4866695,15.1667004,2.4066701,0,5.47333,-6.6466699,678.7000122,100.6269989,28.1667004,42.6932983,250.9199982,90.2332993,179.4069977,153.4869995,56.5999985
109,Cell_00211,63.6805,4.8962998,7.02315,26.25,701.5939941,19.8656998,-6.8990698,26.7647991,14.0352001,0.226852,14.0045996,-3.1092601,719.21698,92.0463028,36.7156982,31.2241001,247.8769989,121.2190018,243.9409943,136.2480011,513.6810303
110,Cell_00214,59.6805,4.8555598,6.7305598,26.2185001,672.3619995,19.5361004,-6.1564798,25.6926003,5.3185201,1.49259,13.5852003,-2.7203701,979.0300293,114.1600037,46.5111008,23.8453999,308.7059937,176.1159973,242.9579926,242.4100037,904.2990112
111,Cell_00217,56.9975014,9.9142799,6.8381,25.0286007,748.8709717,25.5904999,-1.83333,27.4237995,19.7999992,0.504762,19.5618992,1.3381,638.0139771,76.5429001,29.0809994,28.9570999,218.4949951,100.3710022,208.6049957,116.0100021,20.8787994
112,Cell_00220,52.1805,11.8204002,8.8231497,33.1481018,663.78302,27.7315006,1.0296299,26.7019005,18.4601994,6.1564798,20.1833,4.1009302,528.3209839,58.6361008,32.8398018,19.3185005,166.0939941,108.6259995,159.147995,113.7649994,88.7917023
113,Cell_00221,52.8699989,11.9833002,5.1999998,33.3333015,390.9670105,20.7332993,5.0999999,15.6332998,7.9833298,15.0667,17.0667,7.6333299,961.78302,117.0169983,51.5332985,29.8833008,337.0169983,161.4499969,197.7330017,288.4169922,62
114,Cell_00222,46.6805,13.0832996,9.4129601,29.6009007,856.9349976,30.9472008,-0.864815,31.8120003,22.1389008,4.9453702,23.7880001,2.75278,543.25,78.6880035,25.1324005,34.8518982,204.1340027,95.6759033,181.8880005,102.1439972,161.8399963
115,Cell_00225,70.6736984,3.4657099,4.6514301,20.1895008,656.5599976,16.5848007,-6.4476199,23.0324001,8.2419004,0.585714,12.1990004,-3.58571,666.6619873,76.7114029,42.7266998,18.3866997,206.4589996,133.302002,175.1820068,152.0330048,258.2319946
116,Cell_00226,68.6804962,1.56481,6.88519,23.8980999,772.0960083,17.8537006,-11.0045996,28.8582993,12.9111004,-2.0157399,11.9537001,-6.8129601,663.6799927,93.6166992,34.0083008,31.3519001,228.3359985,110.7139969,226.9609985,147.1430054,823.617981
117,Cell_00227,67.1804962,2.7750001,8.3361101,24.6296005,913.7030029,21.2425995,-12.6139002,33.8564987,16.3045998,-4.62778,14.6639004,-7.7722201,613.4949951,102.3880005,28.2546005,41.8064995,245.2590027,90.1804962,245.1289978,109.8610001,467.1669922
118,Cell_00230,45.1805,11.8795996,10.5110998,33.895401,782.4390259,29.2175999,-1.82593,31.0435009,19.8666992,2.7898099,21.6935005,2.5055599,666.5529785,95.4805984,30.7082996,39.1610985,263.5780029,102.4339981,232.5299988,107.3330002,556.8889771
119,Cell_00231,46.6805,10.4370003,8.2888899,32.1380005,646.4609985,25.8222008,0.0462963,25.7758999,4.0731502,20.0119991,18.6240997,2.9777801,1282.790039,127.6299973,74.2870026,15.5869999,367.8649902,253.6629944,258.6960144,354.894989,835.8400269
120,Cell_00233,51.6805,9.8879604,8.7046299,28.4815006,824.6660156,26.4962997,-4.0787001,30.5750008,19.6611004,-0.384259,20.0111008,-0.294444,656.1920166,88.6343002,35.0796013,30.8036995,238.0500031,117.5960007,234.8119965,131.4559937,145.5970001
121,Cell_00235,37.1805,14.2027998,13.7426004,39.6870003,750.0230103,34.5471992,-0.0768518,34.6240997,6.03056,25.3278008,23.9832993,5.8037,497.9880066,65.6583023,6.75741,48.7971992,183.6779938,36.5769005,40.362999,180.7740021,1424.26001
122,Cell_00238,48.6805,12.9130001,9.1027803,34.5906982,621.2189941,28.7917004,2.4435201,26.3481007,7.4175901,19.0037003,20.8906994,5.84167,604.7890015,58.6519012,41.1138992,10.3684998,165.4810028,133.5399933,137.2039948,160.4869995,114.9169998
123,Cell_00243,61.1805,7.0388899,7.9888902,27.0130005,772.5189819,23.8167,-5.7898102,29.6065006,18.2453995,-2.3231499,16.9953995,-1.9463,718.7290039,87.9019012,34.709301,26.3906994,238.8890076,121.2839966,238.576004,133.3919983,303.8190002
124,Cell_00248,59.5024986,9.04667,6.9833298,25.2432995,757.9400024,25.2966995,-2.46,27.7567005,13.7799997,4.71667,18.9867001,0.693333,696.4169922,83.3432999,35.9199982,29.5333004,233.6329956,111.2129974,209.6699982,142.8670044,41.846199
125,Cell_00249,78.3147964,1.225,4.9333301,25.0832996,525.6669922,11.8000002,-7.9250002,19.7250004,0.183334,5.625,8.28333,-4.5166702,546.2750244,66.2082977,22.1667004,29.7749996,175.5500031,79.0500031,117.4250031,157.4750061,38.4614983
126,Cell_00250,50.1805,11.0305996,8.5527802,26.1397991,933.0960083,29.2805996,-3.49352,32.7741013,22.5314999,-0.274074,22.4778004,-0.17963,600.1939697,71.4417038,36.7028008,21.3129997,192.9689941,120.9530029,192.5039978,134.0350037,132.2149963
127,Cell_00252,40.1805,14.5556002,10.8611002,34.1259003,792.3099976,32.6638985,0.860185,31.8036995,9.7870398,25.4638996,24.6203995,5.3268499,501.0610046,57.2360992,25.8111,24.3278008,159.1829987,87.0157013,90.5287018,131.5310059,745.992981
128,Cell_00258,40.6805,16.0799999,9.7866697,31.8724003,786.0670166,33.0457001,2.3800001,30.6657009,9.7133303,26.7486,26.0713997,6.80762,465.0690002,58.0209999,19.9314003,29.7751999,159.3690033,69.7238007,81.5113983,137.4089966,393.7709961
129,Cell_00260,45.1805,12.5684996,9.4916697,34.0722008,683.8049927,28.9934998,1.1713001,27.8222008,10.9184999,22.2889004,21.3565006,4.8092599,1064.719971,114.5859985,56.014801,19.3008995,317.118988,206.9080048,207.6300049,255.4609985,702.507019
130,Cell_00261,47.1805,12.6332998,9.6814804,32.3656998,781.3239746,29.7481003,-0.224074,29.9722004,18.8962994,6.7148099,22.3407001,3.0722201,669.3319702,87.8139038,36.8675995,30.2352009,241.3269958,120.5210037,217.279007,136.9859924,349.4240112
131,Cell_00263,55.1619987,10.9570999,6.1381001,28.8857002,569.2670288,23.1285992,1.81905,21.3094997,9.1047602,7.77143,17.9951992,4.42381,819.4329834,100.685997,45.2619019,27.5524006,283.1430054,147.3710022,187.4519958,198.7519989,3.6666701
132,Cell_00264,38.7373009,18.0587997,12.1999998,40.8862991,644.9290161,34.5332985,4.6705899,29.8626995,16.6784,27.2392006,26.3941002,10.7175999,338.1860046,54.0783997,8.8039198,44.348999,125.9609985,42.1940994,51.4137001,74.5118027,346.3659973
133,Cell_00265,50.1805,10.4119997,9.0925903,30.8500004,765.2440186,26.7092991,-2.8398099,29.5491009,18.625,0.567593,19.7963009,1.04167,668.0700073,87.8139038,34.8064995,33.3462982,252.4309998,114.5879974,233.9850006,128.6349945,230.798996
134,Cell_00266,47.6805,11.9036999,8.7592602,24.4769001,1014.809998,31.4990997,-4.2861099,35.7851982,22.3342991,19.1842995,24.3917007,-0.387963,524.5869751,59.9045982,25.1851997,22.7667007,164.4779968,97.0703964,146.6880035,138.5279999,192.1109924
135,Cell_00267,48.1805,11.5500002,8.6731501,32.2156982,696.7490234,27.1879997,0.215741,26.9722004,19.4972,3.2120399,20.2472,3.2018499,1076.099976,132.1089935,62.0222015,27.0758991,371.9519958,202.9600067,365.6619873,204.7969971,451.5830078
136,Cell_00270,40.6805,14.4833002,11.5601997,37.8527985,687.7180176,32.5722008,2.09444,30.4778004,6.5981498,24.625,23.5935001,6.9212999,828.4580078,129.9989929,12.8787003,55.7556,363.1809998,60.4556007,60.5685005,358.553009,883.0969849
137,Cell_00271,50.1805,11.5565004,9.7286997,33.375,737.9290161,28.4379997,-0.786111,29.2241001,19.8139,2.9064801,20.7768002,2.76296,725.7579956,102.4830017,36.2879982,36.2980995,279.0450134,117.8550034,271.618988,121.2249985,296.4440002
138,Cell_00274,54.6805,8.7981501,7.9574099,26.4092999,827.7670288,25.4055996,-4.8129601,30.2185001,18.9286995,-1.96944,19.0953999,-1.23796,672.9050293,84.7073975,35.2943993,27.4139004,232.8829956,114.6269989,231.7940063,123.6210022,184.5829926
139,Cell_00275,61.1938019,5.08182,4.0595999,20.3929005,575.5390015,16.3596001,-3.59091,19.9505005,1.52626,8.4686899,12.6091003,-1.2818201,1592.52002,193.1349945,66.9990005,34.8576012,549.1890259,230.9179993,300.9060059,467.9660034,775.21698
140,Cell_00276,66.1804962,4.39259,7.3527799,22.2213001,916.9349976,22.7675991,-10.3184996,33.0861015,18.1315002,-3.05,16.4417,-6.0018501,626.039978,76.0906982,30.7119999,28.7980995,215.9320068,101.2949982,216.0269928,120.5670013,172.173996
141,Cell_00277,39.6805,18.1119995,8.9370403,33.5536995,646.835022,33.607399,7.0277801,26.5795994,14.4602003,27.1657009,26.5342999,11.0731001,565.8430176,88.2602005,6.9138899,55.0037003,234.0200043,38.8434982,53.0917015,204.901001,278.3609924
142,Cell_00278,47.1805,10.9102001,10.5176001,33.174099,800.8040161,28.3953991,-3.34815,31.7434998,18.2749996,1.50648,20.7129993,0.938889,721.9530029,101.185997,33.674099,36.6268997,279.1059875,113.1169968,250.2590027,130.0930023,485.4859924
143,Cell_00281,54.6082001,8.6768503,7.9444399,26.3675995,853.9639893,25.4361,-4.78333,30.2194004,20.0193996,-2.14167,19.2324009,-1.4805599,670.5689697,87.6324005,34.6861,29.1713009,234.6799927,114.3150024,234.552002,126.4940033,194.0559998
144,Cell_00289,69.6718979,4.5833302,5.8166699,23.1980991,696.7960205,18.4888992,-6.5888901,25.0778008,13.4778004,1.0092601,13.8425999,-2.97963,668.9000244,88.7981033,35.4574013,29.1777992,225.0220032,113.1190033,218.1519928,146.6699982,501.6279907
145,Cell_00291,50.6805,9.9462996,8.38241,27.5268993,827.5689697,26.8388996,-3.6463001,30.4852009,19.7712994,-0.299074,20.1935005,-0.0888889,658.1729736,92.4111023,34.2388992,32.8824005,242.6450043,115.2750015,241.201004,131.3959961,211.8119965
146,Cell_00293,65.1624985,5.06078,4.9078398,29.2373009,451.8120117,14.8471003,-1.97549,16.8225002,7.5098,6.3401999,11.1412001,0.535294,647.0930176,76.2098007,33.9342995,22.1411991,203.9309998,118.2720032,159.9349976,162.4680023,244.1499939
147,Cell_00295,53.6801987,11.2147999,7.80093,31.7639008,625.0809937,25.6406994,1.03889,24.6019001,10.1435003,7.2509298,19.1417007,3.9990699,676.3140259,68.5361023,43.549099,13.1740999,192.7519989,146.2610016,185.2050018,173.7969971,38.9860992
148,Cell_00298,56.1945,9.4548397,5.6344099,34.2752991,407.9660034,18.7924995,2.31828,16.4741993,5.03333,11.8107996,14.6581001,4.9344101,2007.98999,260.0180054,96.1418991,35.0129013,715.8690186,301.1149902,368.821991,628.4429932,263.2810059
149,Cell_00299,53.1805,10.6879997,8.34445,29.6814995,741.7940063,26.8869991,-1.3370399,28.2241001,20.0286999,1.7713,19.8666992,1.7898099,594.2249756,78.764801,27.2917004,32.737999,216.5809937,95.0675964,216.2940063,105.0940018,114.25
150,Cell_00300,47.6805,13.7556,10.3332996,37.0852013,645.1870117,30.6499996,2.79722,27.8528004,7.1259298,23.0324001,22.0601997,6.4129601,619.9370117,64.8972015,38.2056007,16.0398006,181.3059998,122.5999985,124.0090027,172.572998,107.7710037
151,Cell_00301,47.1805,13.1657,8.6675901,32.5685005,670.3480225,29.2056007,2.6101899,26.5953999,12.6823997,19.8425999,21.7425995,5.4805598,791.7059937,88.6315002,49.6407013,17.1769009,222.8379974,162.5449982,167.6159973,199.7680054,304.9790039
152,Cell_00302,42.6805,12.5065002,11.1546001,38.328701,652.3250122,29.5806007,0.514815,29.0657005,5.5,21.9832993,21.0065002,5.1305599,621.1489868,76.8416977,22.9601994,34.0667,213.2879944,83.8258972,83.7397995,203.3670044,1047.479981
153,Cell_00303,50.1805,10.1971998,8.6203699,28.0443993,840.6699829,27.4027996,-3.3768499,30.7796001,20.3647995,-0.0796297,20.5879993,0.0898148,642.552002,92.8731003,32.2148018,36.418499,244.927002,107.8939972,244.3470001,119.348999,243.298996
154,Cell_00306,48.6805,12.8037004,8.8120403,33.4147987,663.21698,28.5564995,2.1500001,26.4064999,16.3167,12.6064997,21.3027992,5.1138902,980.8259888,110.8909988,56.0416985,20.5860996,300.3859863,192.1029968,239.302002,227.125,195.8679962
155,Cell_00307,47.6805,13.2556,9.7222204,35.7685013,642.5960083,29.5333004,2.3388901,27.1944008,7.3972201,22.4916992,21.5009003,5.9240699,657.3690186,66.7750015,38.5880013,15.7055998,187.5469971,129.5039978,132.9579926,180.871994,158.9929962
156,Cell_00308,77.6820984,0.46875,3.6166699,23.1229,405.0759888,7.5687499,-7.7864599,15.3551998,-2.2874999,2.4312501,5.4093699,-4.43437,405.375,52.9978981,14.2447996,37.2750015,149.3679962,51.5374985,90.7198029,117.5950012,359.3120117
157,Cell_00309,69.6931,3.3399999,5.5055599,20.4822006,760.7990112,18.1588993,-8.7144403,26.8733006,14.7910995,-3.24667,13.3189001,-5.0977802,569.1959839,68.3022003,30.3978004,28.6378002,195.0720062,95.1632996,195.2039948,111.7839966,167.7779999
158,Cell_00311,64.6804962,3.8333299,8.32407,25.9167004,845.0390015,21.2045994,-10.9231005,32.1278,15.9842997,-2.89907,14.6443996,-6.0990701,695.5440063,99.1407013,33.0111008,35.1861,261.6059875,105.8180008,261.7630005,133.0890045,439.2290039
159,Cell_00313,38.1767006,18.4824009,10.8221998,45.7028008,473.3609924,31.9323997,8.2351799,23.6972008,12.9814997,24.5611,24.3444004,12.8184996,584.7189941,101.052002,3.6296301,67.9028015,277.4840088,23.1203995,29.4139004,267.0390015,89.6434021
160,Cell_00314,48.6805,11.7093,9.1509304,31.8055992,746.9180298,28.0639,-0.761111,28.8250008,19.6851997,8.0037003,20.9610996,2.54352,881.6820068,103.1549988,53.517601,21.5851994,283.973999,174.0769958,267.151001,206.4290009,306.9790039
161,Cell_00318,62.6352997,7.7041702,4.3888898,23.9818993,528.6669922,17.9125004,-0.444444,18.3568993,7.5374999,11.0735998,14.4708004,1.7458301,1911.650024,235.529007,89.7332993,30.6096992,653.0609741,306.5280151,369.1419983,530.1079712,293.9899902
162,Cell_00319,49.6805,11.0880003,8.5685196,26.8101997,895.2689819,28.8962994,-3.10185,31.9981003,21.2730999,0.293519,22.0629997,0.294444,569.0469971,79.3156967,29.8519001,31.5305996,205.072998,102.4550018,203.0110016,116.1380005,161.0279999
163,Cell_00321,42.1805,16.0426006,11.5407,37.8296013,690.7449951,34.0443993,3.5555601,30.4888992,15.2601995,26.3453999,25.0065002,8.2620401,477.6809998,54.0388985,22.0258999,25.0527992,145.5449982,79.7268982,80.0777969,122.1829987,523.9439697
164,Cell_00322,47.6805,11.8648005,8.6259298,32.767601,655.1929932,27.5471992,1.26296,26.2842999,8.53333,18.2000008,20.2509003,4.31389,973.822998,102.2850037,59.0926018,15.6833,280.9819946,197.5970001,212.1190033,263.3450012,493.0759888
165,Cell_00323,51.1805,11.1407003,8.9481497,30.8806,757.3930054,27.8546009,-1.19074,29.0454006,20.4417,2.25,20.6110992,2.0722201,588.7180176,79.2018967,28.7213001,33.2434998,218.9589996,95.9065018,218.1679993,101.4810028,238.375
166,Cell_00324,63.6805,6.3592601,7.48981,23.9769001,827.6209717,24.0583,-7.1963,31.2546005,18.0601997,-0.693518,17.2324009,-2.99352,588.367981,75.2138977,27.6833,32.2741013,209.5749969,90.086998,209.2160034,105.4670029,133.1600037
167,Cell_00326,48.1805,13.1731005,9.49722,35.360199,626.5139771,29.7147999,2.8453701,26.8694,7.0796299,21.4610996,21.2611008,6.1240702,583.3850098,59.2823982,38.020401,13.1379995,166.0749969,124.7829971,126.7330017,159.9880066,139.25
168,Cell_00327,47.1805,12.9823999,9.7703695,35.4065018,649.1599731,29.3806,1.76852,27.6119995,7.3379598,19.5916996,21.3213005,5.5250001,744.0980225,73.1804962,46.0269012,13.7351999,208.0310059,157.4980011,169.3670044,198.0529938,265.2990112
169,Cell_00328,52.1805,11.0787001,8.7851896,30.9454002,744.7689819,27.4564991,-1.025,28.4815006,19.6389008,2.2074101,20.3008995,2.14815,529.2379761,70.5860977,24.4148006,34.625,199.1929932,81.7815018,197.4889984,89.0656967,102.9580002
170,Cell_00331,46.1805,10.6204004,8.8046303,32.6619987,694.9359741,26.1648006,-0.760185,26.9249992,18.0786991,2.4444399,19.4601994,2.6703701,538.289978,65.9268036,23.0676003,32.6278,181.8450012,82.1713028,178.5749969,82.1843033,1202.839966
171,Cell_00332,79.3386002,-0.4,4.48,24.3232994,505.5,8.8800001,-9.4766703,18.3567009,-1.29,2.53667,6.1533298,-6.0166702,532.8569946,63.5099983,21.5132999,30.7033005,170.0070038,76.4832993,115.5670013,152.6199951,221.3569946
172,Cell_00333,49.6805,11.3823996,8,32.3768997,622.34198,26.1333008,1.36204,24.7712994,4.5500002,20.5583,19.3519001,4.3018498,979.6849976,112.4469986,58.4730988,19.5314999,308.1870117,191.4570007,197.6869965,293.9079895,340.2149963
173,Cell_00334,44.7607002,16.6889,8.5666704,29.3556004,782.5,32.8443985,3.68889,29.1555996,16.8666992,15.9889002,26.4556007,7.3222198,626.4559937,68.0222015,33.6333008,17.8332996,189.2109985,128.5,143.9440002,137.7109985,-1.57143
174,Cell_00336,41.6805,15.3184996,10.9157,33.6092987,797.7230225,33.375,0.925926,32.4491005,8.9018497,26.1093006,25.3897991,5.8453698,571.710022,72.5630035,25.6786995,30.3129997,189.5610046,82.6352005,101.1559982,168.0059967,278.4240112
175,Cell_00337,61.1805,7.4324098,8.94907,29.7250004,753.71698,24.4027996,-5.7361102,30.1389008,17.7129993,-0.102778,17.2656994,-1.225,655.9000244,77.9666977,30.7278004,27.3778,220.3359985,109.302002,216.4689941,127.7689972,178.298996
176,Cell_00338,59.6888008,9.2952404,7.4057102,27.4524002,717.9160156,24.9494991,-2.07143,27.0209999,19.3362007,2.6361899,18.7343006,1.22667,576.6099854,73.5705032,28.3628998,27.6257,192.4629974,99.0542984,188.1069946,119.0250015,33.6842003
177,Cell_00339,66.1804962,2.8963001,9.0083303,25.5869999,941.9299927,21.7786999,-13.4222002,35.200901,16.5601997,-4.3287001,15.0286999,-8.1777802,623.1480103,94.8796005,28.9990997,39.354599,245.3040009,91.110199,245.4600067,111.7440033,447.5069885
178,Cell_00341,66.0531006,4.8499999,4.1770802,26.4687996,425.2309875,14.6146002,-1.19375,15.8083,4.1687498,3.72083,10.8999996,0.9125,627.3439941,76.0083008,32.3186989,24.9333,206.2420044,111.8270035,163.7149963,140.7559967,266.0920105
179,Cell_00342,47.1805,13.2110996,9.5351896,32.4305992,762.3640137,30.3934994,0.936111,29.4573994,22.0296001,4.8092599,22.8230991,4.2277799,589.7059937,70.8731003,28.0685005,26.1212997,190.1609955,96.137001,188.5500031,104.9229965,211.1670074
180,Cell_00343,44.6805,13.9250002,10.2157001,32.7388992,797.7069702,31.7935009,0.573148,31.2203999,19.3073997,9.5546303,23.9685001,4.3148198,667.7810059,82.607399,41,22.5860996,221.9490051,130.8209991,191.3609924,141.9409943,185.8820038
181,Cell_00344,77.6715012,0.922917,1.27917,8.5531197,405.9410095,6.9375,-5.7552099,12.6927004,2.9583299,0.266667,5.81042,-4.0739598,639.9199829,83.4207993,31.3176994,32.6926994,217.246994,101.6780014,163.2749939,138.1779938,264.6380005
182,Cell_00345,37.6805,15.2704,10.8009005,36.8490982,690.8549805,31.9286995,2.6342599,29.2943993,8.4351797,24.8120003,24.0750008,7.4231501,763.9229736,126.1060028,16.0167007,63.956501,347.1059875,51.6767998,51.7139015,328.8659973,717.2360229
183,Cell_00346,66.1804962,1.48426,7.3064799,24.8323994,772.4119873,17.7213001,-11.7065001,29.4277992,12.7749996,-1.46944,11.5888996,-7.19907,768.8060303,103.5429993,34.5269012,29.4536991,259.0490112,122.7860031,258.6860046,182.5540009,889.9719849
184,Cell_00347,48.1805,11.7852001,8.4314804,30.9249992,721.6859741,27.7119999,0.392593,27.3194008,19.8157005,4.5648198,20.7749996,3.13519,1010.609985,122.2829971,61.2167015,22.7768002,331.7189941,200.5119934,324.8280029,204.1269989,406.2919922
185,Cell_00349,76.7593994,2.8805599,3.2305601,23.8083,340.0830078,9.3111095,-4.0055599,13.3167,1.1361099,4.6777802,7.0999999,-1.24167,438.0249939,51.7388992,16.7166996,30.9860992,148.3560028,61.6166992,86.5361023,120.4219971,175
186,Cell_00352,64.1804962,6.7379599,5.6592598,23.9778004,647.2130127,20.25,-3.3842599,23.6343002,9.9537001,5.0694399,15.1694002,-0.457407,1228.319946,142.7709961,68.0740967,23.0963001,387.5939941,221.7109985,301.7080078,309.67099,310.8259888
